ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSize,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
21379216,0,0,0,0,0,1,62,3844,0.75,0.781746032,-7.678571429,2,4,2.75,1.75,2,2.75,2,0.54317961,0.097840974,-0.258995626,2.887930161,0.586234583,1.144460987,0.936461627,4343,1,20,1,0,0,0,1,0,0,514,432,12,12
21377076,0,0,0,0,1,0,62,3844,0.75,0.92875,-0.321428571,4.5,3,3.5,4.75,4.25,4.5,3,2.128751304,-0.299769239,-0.259789438,0.878273676,-0.322083336,-0.239890778,0.913472056,4862,1,20,1,0,0,0,1,0,0,524,475,10,10
21379216,0,0,1,0,0,0,66,4356,0.875,0.885989011,-0.214285714,4,5,5,3.5,3.25,3.75,3,0.687471952,-0.218618366,-0.066215045,3.21258793,0.032673306,0.402494577,0.968818784,4343,1,20,1,0,0,0,1,0,0,514,432,16,4
21377171,0,0,0,0,1,0,62,3844,0.875,0.886363636,3.75,4.75,7,6,5.25,3.25,5.5,1.25,1.462730957,-0.25098815,-0.668578784,1.622481779,-0.276777989,-0.178019502,0.979398727,4767,0,20,1,0,0,0,1,0,0,524,535,24,12
22377142,0,0,1,0,0,0,66,4356,0.875,0.881034483,12.10714286,6.5,6,6.75,7,7,6.5,4.75,0.028011423,-0.739158559,-1.191771373,1.894921659,0.262500865,0.474714864,0.988709807,3819,1,20,1,0,0,0,1,0,0,519,507,24,12
21379216,0,0,1,0,0,0,58,3364,0.875,0.853110599,-1.642857143,3.25,5,4,3.25,3,3.75,3.25,0.976056635,-0.376804311,-0.353011105,3.089939439,0.013464134,0.31860153,0.907082081,4343,1,20,1,0,0,0,1,0,0,514,432,10,10
21377225,1,0,0,0,0,0,62,3844,0.6875,0.55,8.214285714,5,7,6,5.25,5.5,6.5,4.25,-0.411542921,-0.838996435,-1.249554554,0.880954858,-0.575873761,-0.202281376,0.608630955,4985,0,20,1,0,0,1,0,0,0,625,605,15,3
21377171,1,0,0,0,0,0,58,3364,0.8125,1,7.071428571,5.5,6,6.75,6,5.25,6,2.25,0.810415103,-0.589179595,-0.573398655,2.239297451,0.370874707,0.473286633,0.983280182,4767,0,20,1,0,0,0,1,0,0,524,535,18,6
21377181,0,0,0,0,0,1,66,4356,0.75,0.878205128,2.321428571,5,4,4,5,5,6,2.25,0.838885025,-0.402221017,-0.478614477,1.032208503,-0.480194071,-0.481105376,0.94475174,3697,1,20,1,0,0,0,1,0,0,524,520,10,10
22377028,0,0,0,0,1,0,70,4900,0.75,0.831818182,6.107142857,6,5,5,5,5.25,5,5.5,0.676989527,-0.07753028,-0.255880731,2.829820516,0.376463587,0.884814243,0.883599162,3398,0,20,1,0,0,0,1,0,0,598,507,12,12
22377333,0,0,1,0,0,0,62,3844,0.875,0.87962963,8,6,6,7,6,6,6,5,-2.113675131,-2.633887788,-2.633887788,2.323311293,0.414282454,0.502445264,0.903349817,5195,0,19,1,0,0,0,1,0,0,425,507,3,3
21377181,1,0,0,0,0,0,58,3364,0.75,0.934782609,1.857142857,5,5,5,5,4,5,1,0.539233634,-0.175246374,-0.278829925,1.119204068,0.036446134,0.242944391,0.982669652,3697,1,20,1,0,0,0,1,0,0,524,520,11,11
21377003,0,0,1,0,0,0,66,4356,0.875,0.880094044,16.10714286,6.5,7,7,7,6.75,7,5.75,1.062127748,-0.081232579,-0.059141443,1.751371171,0.005252158,0.316407858,0.930594325,3133,0,20,1,0,0,1,0,0,0,524,487,12,12
21377076,0,0,0,1,0,0,62,3844,0.6875,0.896057348,-3.142857143,3.5,2.25,4,3.75,3.25,3.25,3.75,1.220870287,0.079101199,0.287294524,1.854674016,0.294732476,0.15574621,0.913202703,4862,1,20,1,0,0,0,1,0,0,524,475,19,7
21377184,0,0,1,0,0,0,70,4900,0.6875,0.785384615,4.821428571,5.25,5,5.5,5.75,4.5,4.25,6.25,1.298639961,-1.072890335,-0.820175837,1.310538407,-1.30104911,-1.21167721,0.811788976,3538,1,21,1,0,0,1,0,0,0,486,507,12,12
21377003,0,1,0,0,0,0,66,4356,0.8125,0.5625,15.71428571,6.25,7,7,7,6.5,7,5.75,0.590145839,-0.316775307,-0.409414846,1.294372814,-0.016045892,-0.036422479,0.598446131,3133,0,20,1,0,0,1,0,0,0,524,487,15,3
22377142,1,0,0,0,0,0,58,3364,0.75,0.724789916,-0.535714286,4,3,4.5,4.75,5,5.75,1.5,0.743158489,-0.402067325,-0.670751469,1.413138373,-0.022670358,0.082334117,0.939990878,3819,1,20,1,0,0,0,1,0,0,519,507,10,10
22377028,0,0,0,1,0,0,66,4356,0.6875,0.925,5.178571429,5,5,5,5.25,5,5.25,5,0.908121688,-0.157795496,-0.642027846,3.417556583,1.201543521,1.742272942,0.828515768,3398,0,20,1,0,0,0,1,0,0,598,507,3,3
22377260,0,0,0,0,0,1,70,4900,0.6875,0.9375,12.46428571,6,7,6.75,7,5.75,7,5.5,0.51923085,-0.372199228,-0.289382104,1.706480029,0.256287958,0.509509665,0.933279991,4650,0,18,1,0,0,0,0,1,0,460,507,11,11
22377260,0,0,0,0,1,0,70,4900,0.75,0.842424242,14.14285714,6.75,7,7,7,6.25,7,6,1.174739084,0.073186905,0.264165459,2.123621632,0.840214791,0.741216516,0.886052847,4650,0,18,1,0,0,0,0,1,0,460,507,8,8
21377187,0,1,0,0,0,0,62,3844,0.8125,0.914575866,5.357142857,4.5,5.75,5,5,5.75,6,1.75,-0.460110329,-1.158119567,-1.57495276,0.468879276,-0.452718265,-0.383009939,0.990596294,3829,1,21,1,0,0,0,1,0,0,590,507,21,9
21377187,1,0,0,0,0,0,62,3844,0.6875,0.911330049,6.142857143,4.75,6,5.75,5.5,5,6,2,0.725833848,-0.472966092,-0.648058207,5.245598878,0.688818015,0.781387546,0.924586892,3829,1,21,1,0,0,0,1,0,0,590,507,4,4
22377260,1,0,0,0,0,0,62,3844,0.8125,0.577777778,13.53571429,7,7,7,7,5.75,6.75,5.75,0.120425142,-0.145008762,-0.128637427,1.353514057,0.125552977,0.460889367,0.751859665,4650,0,18,1,0,0,0,0,1,0,460,507,14,2
22377028,1,0,0,0,0,0,70,4900,0.625,0.719607843,4.178571429,4.75,5,4.75,4.75,5,4.75,5,1.357178459,-0.010298465,-0.253042266,2.275103328,0.76919475,1.105409497,0.754351377,3398,0,20,1,0,0,0,1,0,0,598,507,1,1
22377142,0,0,0,0,0,1,70,4900,0.5625,0.867102397,-3.892857143,2.5,2.75,3,2.75,5.5,5.5,1.25,0.90124363,-0.314432579,-0.713934838,4.258670909,1.199027271,1.643141498,0.712015271,3819,1,20,1,0,0,0,1,0,0,519,507,2,2
21377225,0,0,0,0,0,1,62,3844,0.8125,0.544871795,5.892857143,4.5,5.75,5,4.75,6,6.5,3.25,0.354381689,-0.223253121,-0.218266633,1.254343106,-0.157242514,-0.050190632,0.765012503,4985,0,20,1,0,0,1,0,0,0,625,605,6,6
21377181,0,0,1,0,0,0,58,3364,0.875,0.950537634,-15.85714286,1,1,1,1,1,1,1,0.142920504,-0.639470982,-0.576314435,1.341526067,-0.237282335,-0.250470294,0.937794447,3697,1,20,1,0,0,0,1,0,0,524,520,19,7
21379216,0,1,0,0,0,0,58,3364,0.8125,0.862876254,6.357142857,5.5,6,6,4.5,5.25,4,5.25,-0.084492075,-0.751207571,-0.981226539,2.368477732,-0.071841788,0.176951905,0.884959698,4343,1,20,1,0,0,0,1,0,0,514,432,24,12
21377171,1,0,0,0,0,0,62,3844,0.8125,0.497326203,8.678571429,5.5,6,6.5,6,5.25,7,3.75,1.476043526,0.114944338,-0.441811575,1.795545169,0.597589751,0.491834455,0.757650912,4767,0,20,1,0,0,0,1,0,0,524,535,13,1
21377348,0,0,0,0,1,0,66,4356,0.6875,1,-1.142857143,1.5,5.5,5.25,1.75,5.25,4.25,2,2.111467832,0.562823704,0.558846726,2.834228113,1.011217423,1.008385291,0.959162593,4891,1,20,1,0,0,0,0,1,0,524,507,2,2
22377260,0,1,0,0,0,0,66,4356,0.75,0.764285714,12.25,6.25,7,6.75,7,6.5,7,4.25,0.138761036,-0.383100655,-0.362630841,1.298506373,0.205496053,0.409610653,0.883169115,4650,0,18,1,0,0,0,0,1,0,460,507,12,12
21377184,0,0,1,0,0,0,58,3364,0.875,0.92,-2.178571429,2,4.75,6.75,3.75,4,3.5,1.5,0.691819207,0.165054303,-0.062882234,1.310538407,0.024118071,-0.042392519,0.963454008,3538,1,21,1,0,0,1,0,0,0,486,507,24,12
21377174,0,1,0,0,0,0,58,3364,0.875,0.723571429,2.071428571,2.5,6.25,5,4,3.75,5.5,1.5,0.380930347,-0.385962367,-0.584343362,2.158177859,0.150236952,0.31597713,0.893379807,4494,0,20,1,0,0,0,1,0,0,660,580,5,5
21377076,0,0,1,0,0,0,62,3844,0.875,0.782536151,1.392857143,5.75,2.25,4,5,5,4.75,3,1.906063507,-0.113002568,0.121706162,1.152350964,0.662958212,0.031884358,0.92079401,4862,1,20,1,0,0,0,1,0,0,524,475,7,7
21377259,1,0,0,0,0,0,62,3844,0.6875,0.962962963,6.75,5.25,5.75,5.25,5.25,5,5.75,3.75,-0.175940743,-1.080332941,-1.052127796,1.934911099,0.000485091,0.201540089,0.97235918,3730,0,16,1,0,0,1,0,0,0,620,534,24,12
22377260,0,0,0,1,0,0,62,3844,0.6875,0.808080808,10.35714286,5.5,7,6.5,7,6,7,3.5,0.830941059,-0.046360977,-0.433637762,1.243498689,0.335871904,0.308551421,0.846184492,4650,0,18,1,0,0,0,0,1,0,460,507,10,10
22377206,0,0,1,0,0,0,62,3844,0.75,0.890625,-4.107142857,1,4.5,4.5,1,3.5,3.75,2,0.649411284,-0.35147021,-0.245305481,2.628720396,-0.042235826,0.297101343,0.977258444,5428,1,19,1,0,0,0,0,0,1,524,496,24,12
21377151,0,1,0,0,0,0,58,3364,0.875,0.6125,5.214285714,4.25,6,5.5,4.75,5,6,3.25,2.310425948,0.867251545,0.863104769,2.541873898,0.134815221,0.421124906,0.721759021,3626,1,20,1,0,0,1,0,0,0,482,507,1,1
21377151,0,1,0,0,0,0,62,3844,0.8125,0.908974359,2.928571429,3.5,5.25,5.25,4.5,5.5,5.25,2.5,1.01431743,-0.871432294,-0.771260642,1.523502919,0.107041467,-0.189211909,0.975874603,3626,1,20,1,0,0,1,0,0,0,482,507,15,3
22377005,0,0,0,0,0,1,66,4356,0.75,0.713709677,9.892857143,5.5,5.75,6,5.75,5.5,6.5,5.25,0.025997698,-0.002481538,-0.43272972,0.852100432,0.579821,0.396691458,0.933682978,6333,0,18,1,0,0,1,0,0,0,443,507,23,11
21377348,0,1,0,0,0,0,62,3844,0.8125,0.921875,1.178571429,4,4.75,4.25,3.5,4.5,5,3.5,1.144531781,-0.264129867,-0.241223854,0.89058898,-0.083672345,-0.540907127,0.942942619,4891,1,20,1,0,0,0,0,1,0,524,507,13,1
22377260,0,0,1,0,0,0,62,3844,0.875,0.604166667,14.14285714,7,7,7,7,6.5,7,5.5,0.377127667,-0.761614736,-0.474181728,1.454361477,0.010334627,-0.062079166,0.686541975,4650,0,18,1,0,0,0,0,1,0,460,507,22,10
21377076,0,1,0,0,0,0,58,3364,0.75,0.911764706,2.607142857,4.5,4.25,4.5,4.5,4.75,4.75,4.25,3.32783944,0.981480905,0.98513119,2.539867236,0.955893221,0.893976021,0.694975138,4862,1,20,1,0,0,0,1,0,0,524,475,2,2
21377174,1,0,0,0,0,0,62,3844,0.625,0.807692308,-0.5,3.5,4.75,4,3.75,2.5,5,3.5,1.887207386,0.978880712,0.991499435,3.497090783,1.469278784,1.161419496,0.643875837,4494,0,20,1,0,0,0,1,0,0,660,580,2,2
zy2342116,0,0,1,0,0,0,62,3844,0.75,0.979166667,-0.464285714,2,5.5,5.5,3,3.25,4.5,3.25,-0.189577333,-0.514139351,-0.598174039,2.981620986,0.459603554,0.511164567,0.980170429,4573,1,23,0,1,0,1,0,0,0,524,536,9,9
22377201,0,0,0,0,0,1,58,3364,0.875,0.82962963,9.642857143,7,7,7,6.5,4.5,5,3,1.773809111,0.549316747,0.251538937,2.391493547,1.197926887,0.978816393,0.871430874,5381,1,20,1,0,0,0,1,0,0,512,507,4,4
sy2314105,0,0,1,0,0,0,66,4356,0.9375,0.903076923,12.89285714,7,6.75,6.75,6.75,7,6,5.25,-0.338194651,-0.936067232,-0.959267232,1.017143594,-0.237050006,-0.029181288,0.980155528,3119,0,22,0,1,0,0,0,0,1,524,461,18,6
sy2314105,0,1,0,0,0,0,58,3364,0.875,0.78604119,15.07142857,7,7,6.75,7,7,7,6.75,0.933738163,0.068090893,-0.04379334,4.0475409,1.230568823,1.869790359,0.649430692,3119,0,22,0,1,0,0,0,0,1,524,461,2,2
22377260,0,1,0,0,0,0,62,3844,0.8125,0.841176471,10.60714286,5.5,7,6.75,6.75,6.5,7,3.25,1.101395505,-0.148501313,-0.121975385,2.082365869,0.42591124,0.172232693,0.912901282,4650,0,18,1,0,0,0,0,1,0,460,507,7,7
21081004,0,1,0,0,0,0,62,3844,0.75,0.506993007,-1.107142857,2,5,5.25,4.75,3.75,3.5,2.5,-0.057927927,-0.530547828,-0.908527351,2.600717568,0.551869286,0.250885238,0.640964866,4935,0,20,1,0,0,0,0,1,0,524,450,14,2
sy2314105,0,1,0,0,0,0,62,3844,0.875,0.722222222,14.17857143,7,7,6.75,7,7,7,5.5,0.002377523,-0.799547331,-0.916626757,0.885084995,-0.344662434,0.059718757,0.754756093,3119,0,22,0,1,0,0,0,0,1,524,461,16,4
21377151,1,0,0,0,0,0,58,3364,0.6875,0.951190476,2.642857143,3,5.75,5.25,4.5,4.5,5.75,2.5,1.122326473,-0.101380379,-0.772240316,2.665312804,0.411740662,0.656858929,0.937361538,3626,1,20,1,0,0,1,0,0,0,482,507,3,3
21377119,1,0,0,0,0,0,66,4356,0.5,1,6.5,5,6,5.5,5.25,5.5,6,2,1.631090836,-0.253026532,-0.326435278,1.773054857,-0.024552963,-0.362166319,0.733356833,6412,0,21,1,0,0,0,1,0,0,524,480,14,2
21377076,0,0,1,0,0,0,66,4356,0.8125,0.916666667,2.535714286,5,4.25,4.25,4.75,4.25,4.75,4.25,-0.218035477,-0.515261184,-0.948572366,2.163010965,0.279310281,0.306722258,0.986898422,4862,1,20,1,0,0,0,1,0,0,524,475,18,6
22377005,1,0,0,0,0,0,62,3844,0.625,0.576555024,3.892857143,4.75,5,4.75,4.25,5.25,6.5,2.25,0.534116443,-0.036706317,-0.062215292,1.058626116,0.090563698,-0.221654312,0.730944633,6333,0,18,1,0,0,1,0,0,0,443,507,19,7
21377369,0,0,0,1,0,0,62,3844,0.6875,0.923319328,2.178571429,2.25,7,5.25,5,5,6,1,0.642917101,0.510682377,0.09405823,2.503103652,1.324071243,1.078401649,0.926350236,4353,0,19,1,0,0,0,1,0,0,605,528,3,3
22377028,0,1,0,0,0,0,66,4356,0.8125,0.666666667,6.928571429,6,5.5,5,5.5,5.5,5,5.5,0.558121558,-0.41719327,-0.189305821,1.660952157,-0.332526845,0.217326691,0.748147368,3398,0,20,1,0,0,0,1,0,0,598,507,16,4
21377187,0,0,0,1,0,0,62,3844,0.6875,0.957427536,8.642857143,6,6,6.25,6,5.75,7,1,-0.618236219,-0.75440018,-1.054964869,1.852480816,-0.180386404,0.115166719,0.983109534,3829,1,21,1,0,0,0,1,0,0,590,507,24,12
21377185,1,0,0,0,0,0,66,4356,0.5,0.8875,9.107142857,5.75,6.5,6.75,6.5,3.75,6.25,3.5,0.165994101,-0.16226262,-0.202384232,0.671868553,0.212806363,0.141590242,0.576682687,3361,1,20,1,0,0,0,0,1,0,500,507,2,2
21377225,0,0,0,0,0,1,66,4356,0.75,0.5625,7.357142857,5.25,7,5.75,5.25,5.5,6.25,3.25,1.570287007,0.615522364,0.240290835,2.403230021,0.866379427,0.983477059,0.697016954,4985,0,20,1,0,0,1,0,0,0,625,605,19,7
sy2314105,0,0,0,0,1,0,58,3364,0.875,0.6375,14.71428571,7,7,7,7,6.75,7,6.25,-0.372946914,-0.905862224,-0.931379825,1.865098803,-0.556219373,0.100485834,0.670835257,3119,0,22,0,1,0,0,0,0,1,524,461,22,10
21377255,0,0,1,0,0,0,66,4356,0.8125,0.625,7.928571429,4.5,6.75,6.5,6.25,6.25,6.25,5.25,1.101728103,-0.07887237,0.012948208,2.392625675,0.189318187,0.07062929,0.664724112,4201,0,19,1,0,0,0,0,0,1,524,538,15,3
21377225,0,0,0,1,0,0,62,3844,0.625,0.890350877,3.642857143,3.75,5.75,5.5,5,5.25,5,3,0.823510513,-0.114063274,-0.382182478,1.943675255,0.127181937,0.429121106,0.935279548,4985,0,20,1,0,0,1,0,0,0,625,605,11,11
22377260,0,0,1,0,0,0,66,4356,0.8125,0.853043478,10.96428571,5.75,7,6.75,7,6.25,7,3.5,0.267112299,-0.133221401,-0.153467285,2.857057418,0.821154639,1.132553239,0.932730556,4650,0,18,1,0,0,0,0,1,0,460,507,9,9
21377225,0,0,0,0,1,0,70,4900,0.6875,0.870629371,9,5.25,6.75,5.75,5.75,5.75,6.25,5,1.426676143,0.197367144,-0.150915797,3.073414055,0.13839744,0.443067696,0.961271405,4985,0,20,1,0,0,1,0,0,0,625,605,9,9
21377369,0,0,0,1,0,0,58,3364,0.75,0.882307692,10.64285714,5,7,7,4.75,4.75,6.25,5.5,0.509410889,-0.989979246,-0.943334483,1.684265553,0.160119081,0.053062383,0.972535908,4353,0,19,1,0,0,0,1,0,0,605,528,9,9
21377184,0,0,0,1,0,0,66,4356,0.625,0.970588235,1.571428571,5,5,4,5,3.75,3.75,4.75,0.662073092,0.140840025,-0.085095242,1.869765376,0.219740317,0.503534337,0.933546007,3538,1,21,1,0,0,1,0,0,0,486,507,20,8
21081004,0,0,1,0,0,0,66,4356,0.75,0.722222222,0.75,3.25,5,5.25,5.5,4,4,2.5,0.002957084,-0.748194044,-0.964637067,1.596114881,0.162944971,-0.043820425,0.754150093,4935,0,20,1,0,0,0,0,1,0,524,450,16,4
22377260,0,0,0,0,0,1,58,3364,0.875,0.696679438,9.642857143,5.5,7,7,6.25,6.25,7,2.5,0.565070587,-0.511609985,-0.296716461,2.513259393,-0.083448222,0.294053197,0.913995743,4650,0,18,1,0,0,0,0,1,0,460,507,24,12
21377151,0,0,1,0,0,0,62,3844,0.8125,0.882447665,2.321428571,3.75,5,5.25,4.5,4.25,4.75,3.5,1.184045926,0.150245084,-0.080100733,2.294996085,0.323534318,0.966742018,0.912841916,3626,1,20,1,0,0,1,0,0,0,482,507,6,6
22377201,0,1,0,0,0,0,62,3844,0.625,0.822134387,6.035714286,3.5,5.75,5,6,5.5,5,4.25,0.496704805,-0.398491686,-0.499756901,1.807197459,-0.144088695,0.087950486,0.852423131,5381,1,20,1,0,0,0,1,0,0,512,507,11,11
21377181,0,1,0,0,0,0,58,3364,0.8125,0.88625,-0.714285714,4,4,4,4,4,4,3,1.786170066,0.356706143,0.381279565,2.385472847,0.299713377,0.68514683,0.948705375,3697,1,20,1,0,0,0,1,0,0,524,520,9,9
22377142,0,0,1,0,0,0,70,4900,0.75,0.979166667,13.21428571,6.5,6.25,6.5,6.25,6.25,7,6.25,0.70551917,-0.263155597,-0.318035068,2.504678631,0.965120844,1.206205759,0.983421862,3819,1,20,1,0,0,0,1,0,0,519,507,6,6
21377187,0,0,1,0,0,0,66,4356,0.75,0.927248677,7.357142857,5,6,5,5.5,6,5.5,3.25,-0.381047384,-1.268708632,-1.289816868,0.376639174,0.003992296,-0.66937614,0.963708341,3829,1,21,1,0,0,0,1,0,0,590,507,23,11
21377259,0,0,0,0,1,0,66,4356,0.6875,0.923076923,-2.035714286,2.75,5,4.5,3.25,3.5,3.75,2,0.06910723,-0.085529635,-0.43101992,2.115472764,1.036401863,0.470164304,0.896248043,3730,0,16,1,0,0,1,0,0,0,620,534,6,6
22377053,0,1,0,0,0,0,62,3844,0.6875,0.784615385,3.857142857,1,6.75,6,5.75,5.75,6,1,2.010746822,0.370258517,0.414012527,3.407099862,0.653873098,0.564016019,0.798743963,5311,0,19,1,0,0,0,1,0,0,529,507,1,1
22377005,0,0,0,0,1,0,66,4356,0.625,0.75,4.928571429,4.75,5.5,6,4.5,4.75,6,2.75,0.87504773,-1.591786823,-1.900996845,0.514447331,-2.515307333,-2.850002966,0.759647489,6333,0,18,1,0,0,1,0,0,0,443,507,1,1
21377181,0,0,0,0,1,0,58,3364,0.8125,0.670322581,7.214285714,5.5,5,6,6,5,6,4,1.467186328,-1.78451457,-2.425059693,3.835398931,1.165803682,1.774087349,0.794529319,3697,1,20,1,0,0,0,1,0,0,524,520,5,5
21377181,0,1,0,0,0,0,66,4356,0.75,0.816810345,8.75,6,5.75,6,6,5.75,6,4,1.244864328,0.418607839,0.399557421,2.520799282,0.71513077,0.94002621,0.87723124,3697,1,20,1,0,0,0,1,0,0,524,520,4,4
22377201,0,0,0,0,1,0,62,3844,0.75,0.737142857,9.107142857,4.25,6,6,7,4.75,6.5,4.25,1.740420763,0.640091751,0.640410059,3.376449809,1.569430064,1.602693828,0.8638708,5381,1,20,1,0,0,0,1,0,0,512,507,5,5
21377259,0,0,1,0,0,0,62,3844,0.8125,0.92969697,-1.892857143,1.75,5.25,4.5,3.25,4.25,3.75,2,0.615091312,0.201959512,0.051480973,2.201454509,0.89143011,0.290510224,0.991454244,3730,0,16,1,0,0,1,0,0,0,620,534,8,8
zy2342116,0,0,1,0,0,0,58,3364,0.875,0.951612903,-2.928571429,2,5.25,4.5,2,2.25,4.25,3,0.005573333,-0.477729488,-0.458361236,0.712994496,-0.292554158,-0.220940833,0.996814072,4573,1,23,0,1,0,1,0,0,0,524,536,14,2
22377260,0,0,0,0,0,1,62,3844,0.75,0.743076923,11.53571429,5.5,7,6.75,6.5,6.5,7,4.5,0.798853244,0.053685593,-0.04474578,2.398660052,0.904743035,1.017419655,0.75855875,4650,0,18,1,0,0,0,0,1,0,460,507,5,5
sy2314105,0,0,1,0,0,0,62,3844,0.9375,0.852909483,14.71428571,7,7,6.75,7,7,7,6.25,1.107499477,0.308454859,0.136113817,2.879864874,0.915975896,1.035678134,0.930461407,3119,0,22,0,1,0,0,0,0,1,524,461,7,7
22377206,1,0,0,0,0,0,58,3364,0.625,0.848684211,0.678571429,4,4,3.5,4.25,4.25,5,3.75,1.006147228,0.08697679,0.321444367,1.282329895,-0.086801837,-0.374766106,0.880544841,5428,1,19,1,0,0,0,0,0,1,524,496,21,9
21377348,0,0,1,0,0,0,62,3844,0.75,0.928571429,-3.535714286,1.25,5,4.75,1.75,3.75,3.5,2.25,0.958958195,-0.113521587,-0.050098176,2.843995144,0.570990027,0.316523323,0.97667402,4891,1,20,1,0,0,0,0,1,0,524,507,4,4
21377335,0,0,0,0,1,0,62,3844,0.8125,0.896551724,8.857142857,3.5,6.75,6.5,5.5,6.5,6.75,2.5,0.919922529,-0.227201433,0.257768968,2.518224228,0.672168726,0.496822318,0.997606039,4139,1,20,1,0,0,0,1,0,0,456,507,14,2
21081004,0,0,0,0,0,1,66,4356,0.6875,0.729202037,2.678571429,4.5,4.5,5,6,3.75,3.5,4.5,1.920834941,-0.133233073,-0.438882061,1.981719953,-0.267205231,0.111478979,0.751584828,4935,0,20,1,0,0,0,0,1,0,524,450,1,1
22377333,0,0,1,0,0,0,66,4356,0.8125,0.902116402,7,6.25,5.25,5.75,6,6,5.75,5.25,0.224856593,-0.259486856,-0.458240832,1.358047102,0.267828705,-0.013202155,0.858184695,5195,0,19,1,0,0,0,1,0,0,425,507,14,2
21081004,0,0,0,1,0,0,70,4900,0.4375,0.961538462,3.142857143,3.75,5,5,5,4.75,5,3.75,0.550922186,-0.408741564,-0.794346636,1.728032406,-0.180851075,-0.275676405,0.898545742,4935,0,20,1,0,0,0,0,1,0,524,450,11,11
21377369,0,0,0,0,0,1,62,3844,0.6875,0.911111111,1.107142857,1.5,6.25,5.5,4.75,4.5,6,1.75,-0.478535079,-1.127804943,-1.200547461,0.651817515,-0.475789206,-0.615205882,0.94720304,4353,0,19,1,0,0,0,1,0,0,605,528,22,10
22377260,0,1,0,0,0,0,70,4900,0.5625,0.9375,13.35714286,6.75,7,7,6.75,6,7,5.5,1.000548085,0.472974389,0.433022571,1.147235242,0.955673395,0.727090346,0.606104314,4650,0,18,1,0,0,0,0,1,0,460,507,2,2
21377255,0,0,0,0,0,1,66,4356,0.6875,0.865384615,6.392857143,4.5,6.75,6.25,5.75,6.25,6.5,3.5,0.474720711,-0.787805486,-0.959282077,1.950032222,-0.5039429,-0.535867674,0.929748833,4201,0,19,1,0,0,0,0,0,1,524,538,24,12
21377184,0,0,0,0,1,0,66,4356,0.75,0.802586207,1.75,3.75,6,4.5,3.25,5.25,4,3,1.572304223,0.2155839,0.211419444,1.899511492,0.495197385,0.832617487,0.942842722,3538,1,21,1,0,0,1,0,0,0,486,507,17,5
21377151,0,0,0,0,1,0,70,4900,0.6875,0.820967742,4.642857143,4.25,5.5,5,5.25,5.25,5.25,3.5,2.294996085,-0.616310526,-0.757393935,2.233276632,-0.391305485,0.434595422,0.956996799,3626,1,20,1,0,0,1,0,0,0,482,507,16,4
22377333,0,0,0,0,0,1,62,3844,0.75,0.832891247,6.142857143,6,5,6,5.5,6,6,4.25,0.929387022,0.220314598,0.236688794,1.230722325,0.635492096,0.44296497,0.910873711,5195,0,19,1,0,0,0,1,0,0,425,507,10,10
21377369,0,1,0,0,0,0,62,3844,0.75,0.850967742,11.85714286,4.75,7,6.5,6.25,5.75,7,4.25,-0.353929281,-1.108651434,-1.20421551,0.304701364,-0.763434742,-0.747327585,0.946104288,4353,0,19,1,0,0,0,1,0,0,605,528,24,12
21377335,0,0,0,0,0,1,66,4356,0.6875,0.846551724,10.46428571,4.75,6.25,6.25,6.25,5.75,6.75,4.25,0.828591004,-0.151795842,-0.163497694,1.273832191,0.25883926,-0.168292599,0.954968572,4139,1,20,1,0,0,0,1,0,0,456,507,7,7
22377084,0,0,0,0,0,1,62,3844,0.6875,0.921052632,-6.821428571,3,2,2.75,3.75,2.5,2,2.25,0.606377809,-0.120908643,-0.084975518,2.018549624,0.808746636,1.084011964,0.962806344,3935,1,18,1,0,0,1,0,0,0,400,507,24,12
21377076,0,0,0,0,1,0,70,4900,0.625,0.851398601,7.392857143,6,3.75,5.25,5.5,5.75,5.75,6,0.604196388,-0.335308932,-0.707187303,1.203740456,0.403676607,-0.042821782,0.840330124,4862,1,20,1,0,0,0,1,0,0,524,475,17,5
21377255,0,0,0,1,0,0,58,3364,0.625,0.552884615,6.785714286,2.5,6.25,5.75,5.75,6.25,6.75,6,-0.543244231,-1.513373316,-1.941511696,2.281977312,-1.122689342,-0.697605528,0.68887949,4201,0,19,1,0,0,0,0,0,1,524,538,22,10
21377171,0,0,0,1,0,0,62,3844,0.625,0.924444444,4.142857143,4,6,6.5,3.75,5,5.75,2.25,1.547043891,-0.200182486,-0.135331949,2.070671584,-0.114419551,0.265550693,0.960527778,4767,0,20,1,0,0,0,1,0,0,524,535,9,9
21377171,0,0,0,0,1,0,58,3364,0.8125,0.905270655,7.678571429,5.75,6,6.75,6,5.25,6.75,2.25,0.939103264,-0.245295563,-0.287571963,2.829487986,-0.022266395,0.58173476,0.964284897,4767,0,20,1,0,0,0,1,0,0,524,535,12,12
