ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSize,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
21377225,0,0,0,1,0,0,66,4356,0.75,0.903532609,8.285714286,4.75,6.5,6,6.25,6.25,6.25,3.5,1.072436011,0.262864961,0.152129721,2.623433347,-0.17051982,0.041484078,0.932741761,4985,0,20,1,0,0,1,0,0,0,625,605,24,12
22377201,0,0,1,0,0,0,58,3364,1,0.869747899,10.32142857,5,7,5.75,5.75,4.5,5.75,6.25,0.146127153,-0.839825776,-0.934820609,-0.004120413,-0.335674472,-0.760715325,0.954965115,5381,1,20,1,0,0,0,1,0,0,512,507,7,7
22377028,1,0,0,0,0,0,66,4356,0.75,0.934782609,6.392857143,5,5.5,5.5,5.5,5,5,5.75,0.875102808,-0.020132165,-0.049425838,2.057178719,0.129960317,0.709829926,0.927511275,3398,0,20,1,0,0,0,1,0,0,598,507,10,10
22377028,0,0,0,0,0,1,66,4356,0.875,0.7,6.928571429,6,5.75,5,5.5,5,5,5.75,0.789253719,-0.282359029,-0.486475743,1.733593693,0.275645038,0.568341688,0.707302809,3398,0,20,1,0,0,0,1,0,0,598,507,22,10
21377187,0,1,0,0,0,0,66,4356,0.8125,0.933333333,8.678571429,5.75,6,6,6,6.25,6.25,1.75,0.567707958,0.095078277,-0.479876065,1.364925988,0.463034569,0.594062273,0.765867352,3829,1,21,1,0,0,0,1,0,0,590,507,2,2
22377084,1,0,0,0,0,0,58,3364,0.8125,0.5,1.321428571,3.5,4.75,4.5,5,4,4.75,3.25,-0.331476755,-0.984834708,-0.825197894,1.813730811,-0.012670085,0.339959353,0.640964866,3935,1,18,1,0,0,1,0,0,0,400,507,14,2
21081004,0,0,0,1,0,0,66,4356,0.6875,0.75,1.928571429,3.25,5,5,4.5,5,5,3,1.007559771,-0.119409851,-0.497653009,2.874700119,0.241102255,0.752472569,0.77514112,4935,0,20,1,0,0,0,0,1,0,524,450,6,6
22377333,0,0,0,0,1,0,70,4900,0.875,0.937728938,8.571428571,5.75,6,6.5,6.25,6,6,6.5,0.471017827,-0.208528117,-0.260475495,1.048223479,0.494469527,0.186093272,0.937195718,5195,0,19,1,0,0,0,1,0,0,425,507,13,1
21379216,0,0,0,1,0,0,66,4356,0.6875,0.836363636,-1.107142857,4,5,4,3.75,3.5,3.25,2.75,1.445006745,0.22212915,-0.001523979,2.418980051,0.815531405,0.781036517,0.825764894,4343,1,20,1,0,0,0,1,0,0,514,432,6,6
22377201,1,0,0,0,0,0,62,3844,0.8125,0.722567288,9.571428571,5.25,6.25,6,6.5,4.75,5.5,5.25,0.354804327,-0.698709343,-0.697570714,1.932403763,0.015974426,0.055016576,0.936260998,5381,1,20,1,0,0,0,1,0,0,512,507,18,6
21377003,1,0,0,0,0,0,62,3844,0.875,0.891666667,15.71428571,6.25,7,7,7,6.5,7,5.75,0.080705048,-0.61686257,-0.530998489,1.504142552,-0.179524006,0.206930128,0.91667527,3133,0,20,1,0,0,1,0,0,0,524,487,17,5
22377053,0,0,0,0,1,0,62,3844,0.9375,0.89,4.642857143,3,6.5,6.75,4.5,4.75,6.25,1.25,2.323088949,0.386042814,0.527121716,1.606539363,-0.189508454,0.009613682,0.982434392,5311,0,19,1,0,0,0,1,0,0,529,507,19,7
22377206,0,1,0,0,0,0,62,3844,0.8125,0.857859532,6.357142857,4.25,5.5,5.75,6,6,5.75,3,0.787502617,-0.590780406,-0.508354461,1.673588673,0.21682972,0.135251219,0.936535597,5428,1,19,1,0,0,0,0,0,1,524,496,9,9
21377259,0,0,0,1,0,0,58,3364,0.8125,0.94510582,2.892857143,3.75,4.75,5,4.25,5,5.25,3,1.328739796,0.641790906,0.591589635,3.181646403,1.293241619,1.467027103,0.736048996,3730,0,16,1,0,0,1,0,0,0,620,534,2,2
21377185,0,0,0,0,1,0,70,4900,0.6875,0.893115942,3.25,4,5,5.75,3.5,3,6.25,4,-1.763124148,-2.207247401,-2.2414937,-1.35540444,-1.658661504,-1.99036916,0.76943171,3361,1,20,1,0,0,0,0,1,0,500,507,4,4
21377151,0,0,0,0,1,0,62,3844,0.875,0.74270557,-1.642857143,2.25,4.75,4.5,3.75,4.25,4,2.25,1.538932782,0.240619998,0.532562808,3.683683783,0.432706051,1.318506163,0.924804211,3626,1,20,1,0,0,1,0,0,0,482,507,9,9
21377174,0,0,0,0,1,0,58,3364,0.9375,0.756043956,-1.607142857,1,5.5,4,4.5,3.5,4,1.25,2.453057491,1.136459782,1.313786048,3.6246063,0.810199379,1.029267051,0.744141459,4494,0,20,1,0,0,0,1,0,0,660,580,1,1
21377185,1,0,0,0,0,0,70,4900,0.625,0.4625,9.821428571,4.75,7,7,5.75,4.5,6.5,3.75,1.117340086,0.497429087,0.533130597,1.415579502,0.753342259,0.581661561,0.473941922,3361,1,20,1,0,0,0,0,1,0,500,507,17,5
22377206,0,1,0,0,0,0,66,4356,0.8125,0.5,-1.107142857,4.75,3.25,5,5,3.5,3,3.25,1.075192895,-0.307275522,-0.231194957,2.110877895,-0.121377361,0.402227797,0.635818601,5428,1,19,1,0,0,0,0,0,1,524,496,14,2
21377174,0,0,0,0,1,0,66,4356,0.8125,0.93487395,-2.392857143,1,6.75,5,4,1.5,3.25,1,1.241660084,0.426756235,0.709396655,2.11832926,0.483224044,0.686640624,0.95409143,4494,0,20,1,0,0,0,1,0,0,660,580,8,8
21377174,0,0,0,0,1,0,70,4900,0.875,0.866071429,9.178571429,5,7,6.25,5,4,6.5,5.5,0.022292956,-0.587049048,-0.297433449,0.98662905,-0.472839917,-0.267886585,0.993942857,4494,0,20,1,0,0,0,1,0,0,660,580,20,8
21377151,0,0,1,0,0,0,70,4900,0.875,0.859259259,4.964285714,4.75,5.5,5.25,5,5.5,5.25,3.25,0.813729206,-0.156339592,-0.476868647,2.495584308,0.634409173,0.743009,0.996035695,3626,1,20,1,0,0,1,0,0,0,482,507,23,11
21379216,0,1,0,0,0,0,62,3844,0.9375,0.926470588,-0.571428571,4,5,5,3.75,3.5,3.75,2,0.492677291,-0.211263204,-0.804579571,1.740806046,0.114854666,0.206660522,0.989569366,4343,1,20,1,0,0,0,1,0,0,514,432,14,2
21377174,0,0,0,1,0,0,62,3844,0.75,0.846978558,0.357142857,1.5,7,3.5,5.25,2.75,5.25,1.5,-0.240707797,-0.979953156,-0.885317485,2.213965898,-0.381232709,-0.117336534,0.910912335,4494,0,20,1,0,0,0,1,0,0,660,580,22,10
22377260,0,0,1,0,0,0,70,4900,0.875,0.615384615,12.67857143,6.75,7,6.75,7,5.75,7,5,0.134177063,-1.332694509,-1.044395308,0.748429533,-0.584479992,-1.262574037,0.657593548,4650,0,18,1,0,0,0,0,1,0,460,507,15,3
21377181,0,0,0,0,1,0,62,3844,0.9375,0.8375,0.857142857,5,4,5,5,4,4,2,1.128870241,-0.386042273,-0.381759415,0.761555634,-0.543972683,-0.356095723,0.872724414,3697,1,20,1,0,0,0,1,0,0,524,520,17,5
21377348,1,0,0,0,0,0,58,3364,0.8125,0.821969697,4.857142857,3.25,6.5,5.25,4,5.75,6.5,2.75,1.662184414,0.511337251,0.983840869,2.546100704,0.21278889,0.235004166,0.886302173,4891,1,20,1,0,0,0,0,1,0,524,507,1,1
21377174,0,0,0,0,0,1,66,4356,0.875,0.901821862,4.714285714,5,6,5.5,5,3.5,6,3,1.480751677,0.279668025,0.095426856,2.349451134,1.064238941,1.006110588,0.922791123,4494,0,20,1,0,0,0,1,0,0,660,580,6,6
zy2342116,0,0,1,0,0,0,70,4900,0.75,0.930952381,-1.178571429,3.25,4.25,4.75,3.5,2.25,4.5,4,4.555023228,0.966080516,1.01563049,5.347822808,1.049934317,0.794746802,0.752798557,4573,1,23,0,1,0,1,0,0,0,524,536,2,2
21081004,1,0,0,0,0,0,62,3844,0.6875,0.742063492,2.392857143,3,5,5,5.5,4.5,5,3.25,-0.108665437,-0.294833068,-0.579031995,2.732635093,0.295458826,0.476905114,0.743191421,4935,0,20,1,0,0,0,0,1,0,524,450,21,9
22377206,0,1,0,0,0,0,58,3364,0.875,0.714285714,6.285714286,5,5.75,5,5.5,5.5,6,3.5,0.626396061,-0.208046081,-0.270674532,2.237461618,0.092662098,0.394551543,0.732686579,5428,1,19,1,0,0,0,0,0,1,524,496,19,7
21377225,0,0,1,0,0,0,66,4356,0.875,0.822142857,6,4.5,6.5,5.25,5,5.25,6,3.75,0.737343994,-0.422978601,-0.423369698,2.221322926,-0.1065408,0.244028077,0.915218711,4985,0,20,1,0,0,1,0,0,0,625,605,10,10
21377003,0,1,0,0,0,0,70,4900,0.875,0.748511905,17,6.75,7,7,7,6.75,7,6.75,1.609027421,-0.013080893,-0.035417485,2.567974791,0.381574786,0.441426109,0.870817423,3133,0,20,1,0,0,1,0,0,0,524,487,5,5
21377181,0,0,0,0,0,1,62,3844,0.875,0.820355951,-10.57142857,2,2,2,2,2,2,2,0.597230677,-0.15136079,0.010100115,2.01815824,-0.060069147,-0.024425131,0.942991018,3697,1,20,1,0,0,0,1,0,0,524,520,21,9
21377187,0,0,0,1,0,0,58,3364,0.875,0.912756598,11.10714286,6,6.5,6.25,6.5,6,6,3.75,0.587473694,-0.016952385,-0.265841378,1.615291981,0.559158492,0.325506073,0.941526532,3829,1,21,1,0,0,0,1,0,0,590,507,6,6
21377181,0,0,0,1,0,0,58,3364,0.875,0.869791667,5.285714286,5,5,5,5,5,5,5,1.457520154,0.370495859,0.196487218,2.820450673,0.23623626,0.375311435,0.961677194,3697,1,20,1,0,0,0,1,0,0,524,520,8,8
zy2314202,0,1,0,0,0,0,58,3364,0.8125,0.625,-9.285714286,2,3,3,2,3,3,1,0.570451156,-0.83445092,-1.022929434,1.193626161,-0.180653798,-0.193155611,0.662457347,5418,1,22,0,1,0,0,0,0,1,524,461,15,3
21377151,0,0,0,1,0,0,66,4356,0.75,0.807773109,4.142857143,4.75,5.25,5.25,4.75,5.25,4.75,3.5,0.983457703,0.435917982,-0.08377451,3.421376107,0.788947911,1.261195243,0.939141214,3626,1,20,1,0,0,1,0,0,0,482,507,7,7
22377333,0,1,0,0,0,0,66,4356,0.8125,0.877380952,7.428571429,6.25,5.25,4.75,6.5,6.25,6.75,5.25,0.029625269,-1.06416837,-1.055641608,0.763864812,-0.356438886,-0.119306136,0.816201448,5195,0,19,1,0,0,0,1,0,0,425,507,17,5
22377028,0,0,1,0,0,0,70,4900,0.875,0.628205128,6.428571429,6,5.75,5,5.25,5,5,5.25,0.703404631,-0.493439725,-0.778381116,1.911895646,0.586274498,0.629372826,0.665424705,3398,0,20,1,0,0,0,1,0,0,598,507,19,7
22377206,0,0,0,0,0,1,66,4356,0.75,0.918060201,0.785714286,4,3.5,3.25,4,5,5,4,1.121223339,-0.261277251,-0.161536841,5.586176452,0.549914708,0.911882754,0.913255453,5428,1,19,1,0,0,0,0,0,1,524,496,20,8
21377119,1,0,0,0,0,0,70,4900,0.5,0.633333333,6.535714286,4.5,5.25,5.25,5.5,5.75,6,3,1.825108331,0.197831312,0.251028473,1.976536621,0.295966538,0.350333256,0.566560805,6412,0,21,1,0,0,0,1,0,0,524,480,5,5
21379216,0,0,0,0,0,1,66,4356,0.8125,0.904761905,2.285714286,5,5,4.5,4,4.5,4,4,1.466650597,0.13391406,0.077214859,1.762449897,0.388955458,0.770584341,0.865260482,4343,1,20,1,0,0,0,1,0,0,514,432,1,1
22377333,0,0,0,1,0,0,58,3364,0.875,0.921538462,9.285714286,6.75,5.5,4.75,7,7,7,6.25,0.674737469,-0.311746603,-0.143627373,1.179792415,-0.523094849,-0.745749971,0.935598612,5195,0,19,1,0,0,0,1,0,0,425,507,21,9
22377028,1,0,0,0,0,0,62,3844,0.875,0.83974359,5.857142857,5,5,5,5.5,5,5,6,0.980763225,-0.137428332,0.01948313,2.261895776,0.0615176,0.687602738,0.961207986,3398,0,20,1,0,0,0,1,0,0,598,507,18,6
sy2314105,0,0,0,0,0,1,58,3364,1,0.835403727,14.89285714,7,7,6.75,7,7,7,6.5,0.43330558,-0.192834325,-0.372946914,2.636599035,0.498176471,1.016564389,0.875813544,3119,0,22,0,1,0,0,0,0,1,524,461,9,9
21377181,0,0,0,0,1,0,66,4356,0.75,0.765934066,-15.85714286,1,1,1,1,1,1,1,0.403907199,0.37447907,-0.172651643,2.433803717,0.927743949,0.903147181,0.891227305,3697,1,20,1,0,0,0,1,0,0,524,520,12,12
sy2314105,0,1,0,0,0,0,66,4356,0.875,0.818181818,15.25,7,7,7,7,7,7,6.75,2.004107854,-0.397339068,-0.368975227,1.190904907,-0.131052875,-0.040216276,0.798795521,3119,0,22,0,1,0,0,0,0,1,524,461,21,9
21377151,0,0,0,0,1,0,58,3364,0.9375,0.895432692,-1.214285714,2.5,4.5,5,4.25,3.5,4,2.5,1.168616063,0.586910216,0.480206776,1.384634149,0.005204369,0.195131959,0.962499619,3626,1,20,1,0,0,1,0,0,0,482,507,21,9
21377171,0,0,1,0,0,0,62,3844,0.9375,0.791666667,6.428571429,5.25,6,6.75,5.5,5.5,5.75,2,0.424350617,-0.54142156,-0.554767321,2.296985248,-0.044822331,0.181585649,0.802772105,4767,0,20,1,0,0,0,1,0,0,524,535,21,9
zy2314202,0,0,1,0,0,0,70,4900,0.75,0.558823529,-4.857142857,2,4,3,3,4,4,2,0.545524156,-0.872296351,-0.817982754,1.579994664,-0.130589874,-0.175124826,0.697282791,5418,1,22,0,1,0,0,0,0,1,524,461,13,1
21377225,0,0,0,0,1,0,58,3364,1,0.423076923,6.642857143,5,6.5,6,5.75,5,6,3.25,0.210770824,-0.350109385,-0.499305116,2.116008292,0.27368606,0.881825227,0.640964866,4985,0,20,1,0,0,1,0,0,0,625,605,14,2
22377084,0,0,1,0,0,0,70,4900,0.75,0.891304348,-1.392857143,3.75,3,3.25,4.75,3,4,4.5,-0.00807863,-0.371192315,-0.333632743,1.608911998,0.592140155,0.737533715,0.908010721,3935,1,18,1,0,0,1,0,0,0,400,507,10,10
21377181,0,0,1,0,0,0,70,4900,0.875,0.88202765,10.57142857,6,6,6,6,6,6,6,1.09987172,0.062558588,-0.025657568,3.033106498,0.811819738,0.697206533,0.972039461,3697,1,20,1,0,0,0,1,0,0,524,520,7,7
22377333,1,0,0,0,0,0,70,4900,0.625,1,7.428571429,6.25,5.5,5.5,5.5,6.25,6,6,0.704446584,-0.270077666,-0.146204184,0.967584454,-0.542047818,0.330394685,0.868203163,5195,0,19,1,0,0,0,1,0,0,425,507,2,2
zy2342116,0,0,0,1,0,0,62,3844,0.6875,0.915517241,-1.892857143,1.75,5.25,4.25,2.5,3.5,4.75,2.5,0.005573333,-0.616753064,-0.436083437,1.554581742,-0.430736621,-0.492231054,0.963844419,4573,1,23,0,1,0,1,0,0,0,524,536,21,9
21377348,0,0,1,0,0,0,66,4356,0.875,0.942142857,-0.821428571,3,4.75,4.5,2.75,4.25,4.5,2.75,0.915006557,-0.608198074,-0.503091187,1.711019568,-0.399039622,-0.270615697,0.99359417,4891,1,20,1,0,0,0,0,1,0,524,507,15,3
21377187,0,1,0,0,0,0,58,3364,0.9375,0.88510101,7.392857143,5,6,5.75,5,6,6,2.5,-0.143858548,-0.602028316,-1.064762171,2.794647579,0.734340621,0.754698098,0.987498879,3829,1,21,1,0,0,0,1,0,0,590,507,7,7
21377225,0,0,0,0,0,1,70,4900,0.625,0.775641026,2.285714286,3.5,5.75,4.5,4,4.75,5.25,3.25,1.091584126,0.248406775,0.225131911,1.819212506,-0.027054317,0.370701105,0.733856916,4985,0,20,1,0,0,1,0,0,0,625,605,12,12
zy2342116,0,1,0,0,0,0,66,4356,0.75,0.820075758,-3.642857143,2,4.5,4.5,2.25,3.75,2.75,2.75,0.042164083,-0.621890266,-0.503925138,0.310496248,-0.116526983,-0.519536024,0.993787646,4573,1,23,0,1,0,1,0,0,0,524,536,23,11
21377171,0,0,1,0,0,0,70,4900,0.875,0.5,8.571428571,5.75,6,6.75,6,5.25,7,3.25,1.862108011,-0.486692112,-0.87245017,2.350235522,-0.296282449,-5.41E-05,0.638991833,4767,0,20,1,0,0,0,1,0,0,524,535,14,2
21377171,0,1,0,0,0,0,58,3364,0.9375,0.6875,5.392857143,4.75,6,6.5,4.75,5,6.5,1.75,0.943540787,-0.215262829,-0.387599282,2.106171766,-0.096713174,0.008632209,0.72282505,4767,0,20,1,0,0,0,1,0,0,524,535,16,4
sy2314105,0,1,0,0,0,0,70,4900,0.8125,0.882352941,14.53571429,7,7,6.75,7,7,7,6,0.919837258,-0.221245733,-0.308497263,1.934603329,0.368169911,0.931228278,0.941536903,3119,0,22,0,1,0,0,0,0,1,524,461,11,11
22377005,0,1,0,0,0,0,70,4900,0.625,0.752403846,5.428571429,5.5,4.5,5.75,5.5,5.25,6.5,1.75,-0.062513309,-0.448246464,-0.486491961,0.534116443,0.138449393,-0.057049667,0.705378711,6333,0,18,1,0,0,1,0,0,0,443,507,7,7
22377206,0,0,1,0,0,0,66,4356,0.75,0.863636364,-0.964285714,3.25,3.75,4.25,3,3.75,4,4,0.971624395,-0.045871156,-0.002412689,3.353699896,0.283839138,0.782344033,0.888241768,5428,1,19,1,0,0,0,0,0,1,524,496,11,11
21379216,0,0,0,0,0,1,70,4900,0.8125,0.676267281,0.142857143,4,5,5,4,3.25,3.75,3,0.884800486,-0.470989419,-0.180460184,0.781261974,-0.297420774,-0.351967323,0.969579101,4343,1,20,1,0,0,0,1,0,0,514,432,18,6
21377255,0,0,1,0,0,0,70,4900,0.8125,0.766666667,8.321428571,5.5,6.25,6.25,6,6.5,6.25,5.5,0.009997585,-0.684803883,-0.728641711,0.614875305,-0.338674628,-0.498537822,0.770584464,4201,0,19,1,0,0,0,0,0,1,524,538,21,9
21379216,0,0,0,0,0,1,58,3364,0.875,0.95,0.857142857,4,5,5,4,4,4,3,0.225736459,-0.649595617,-0.629051373,1.798522982,-0.089532424,-0.023541,0.986652851,4343,1,20,1,0,0,0,1,0,0,514,432,7,7
22377005,0,1,0,0,0,0,66,4356,0.8125,0.862962963,4.035714286,4.75,5.5,5.75,4.5,4.25,6.5,1.75,0.199741527,-0.106273273,-0.297362515,0.861934989,0.22318552,0.064483595,0.9462111,6333,0,18,1,0,0,1,0,0,0,443,507,17,5
21377348,0,0,1,0,0,0,70,4900,0.75,0.962758621,-0.285714286,3.25,5.25,3.5,3.25,4.75,4.25,3.25,0.162945184,-0.621738073,-0.670633331,1.706136053,-0.297897381,-0.279012961,0.970740557,4891,1,20,1,0,0,0,0,1,0,524,507,21,9
21377259,0,0,1,0,0,0,66,4356,0.875,0.898268398,0.928571429,3.5,6,4.5,4,3.5,4.5,2.5,0.185182586,-0.675899302,-0.555335194,0.533408654,-0.373344715,-0.786626088,0.886494398,3730,0,16,1,0,0,1,0,0,0,620,534,19,7
zy2342116,1,0,0,0,0,0,58,3364,0.75,0.931034483,2.928571429,3.5,5.5,5.5,3.5,4.5,5.5,3.5,0.456859247,-0.096575844,0.014212815,0.956932828,0.18376731,-0.288287263,0.9793998,4573,1,23,0,1,0,1,0,0,0,524,536,6,6
21377348,0,0,0,1,0,0,62,3844,0.6875,0.932758621,-6.535714286,1.75,3.25,3.5,2.5,3.25,2.5,2,0.416887985,-0.536653281,-0.532524864,1.378940521,-0.447376568,-0.497331144,0.912755132,4891,1,20,1,0,0,0,0,1,0,524,507,16,4
22377053,0,0,1,0,0,0,58,3364,0.9375,0.898041475,-8.821428571,1,2.75,5.5,2,2.75,4,1,1.937254556,0.145173934,0.124751564,2.047492954,-0.735649064,-0.476586225,0.957812369,5311,0,19,1,0,0,0,1,0,0,529,507,21,9
22377260,0,0,0,0,1,0,62,3844,0.875,0.884615385,8.214285714,4.75,6.5,6.5,6.5,6,7,2.5,0.785101323,0.299352914,0.353129216,2.627858735,1.284983651,1.518427966,0.809209704,4650,0,18,1,0,0,0,0,1,0,460,507,1,1
sy2314105,1,0,0,0,0,0,62,3844,0.8125,0.902950311,15.07142857,7,7,6.75,7,7,7,6.75,-0.365996461,-0.925966883,-1.113050274,1.587080702,-0.370477674,-0.004572929,0.951574147,3119,0,22,0,1,0,0,0,0,1,524,461,23,11
21377225,1,0,0,0,0,0,58,3364,0.8125,0.910714286,7.392857143,4.75,7,6.25,5.75,5.5,6.25,3,0.344807631,-0.326784352,-0.675585353,1.627731353,-0.209389049,-0.001134984,0.962297499,4985,0,20,1,0,0,1,0,0,0,625,605,20,8
zy2314202,0,0,0,1,0,0,58,3364,0.75,0.458333333,9.714285714,5,6,5,5,6,6,6,1.330724662,-0.465602018,-0.557495602,1.779410665,-0.172755214,0.15941001,0.551832616,5418,1,22,0,1,0,0,0,0,1,524,461,14,2
21377185,1,0,0,0,0,0,62,3844,0.6875,0.97826087,10.42857143,4.25,7,7,6.25,5.75,6.75,2.5,0.309451035,-0.37901641,-0.180763402,0.890829137,-0.094493491,-0.182423783,0.964946806,3361,1,20,1,0,0,0,0,1,0,500,507,10,10
21377348,0,0,0,0,0,1,58,3364,0.8125,1,0.678571429,2.25,5.75,5.25,3.75,4.5,4.75,2,1.046861473,-0.329996862,-0.12751782,1.798922846,0.230651206,0.279792223,0.975047648,4891,1,20,1,0,0,0,0,1,0,524,507,6,6
22377028,0,0,0,1,0,0,58,3364,0.875,0.899749373,7.071428571,6,5.75,5,5.75,5,5,5.75,0.353404501,-0.61861513,-0.783880582,1.87227299,0.181618273,0.373215829,0.885820866,3398,0,20,1,0,0,0,1,0,0,598,507,20,8
zy2342116,0,0,1,0,0,0,66,4356,0.8125,0.85955711,-1.714285714,2,4,5.5,3,3.5,4.5,3,0.261708582,-0.571913331,-0.308774473,0.55443458,0.192749091,-0.216229855,0.975342691,4573,1,23,0,1,0,1,0,0,0,524,536,20,8
22377028,0,1,0,0,0,0,70,4900,0.75,0.954545455,5.357142857,5,4.75,5,5.25,5,5.25,5.5,0.947744344,0.292113204,-0.098954158,1.87227299,0.296371889,0.503154834,0.862914324,3398,0,20,1,0,0,0,1,0,0,598,507,6,6
21379216,0,0,0,1,0,0,62,3844,0.75,0.871212121,-0.214285714,4,5,5,3.5,3.25,3.5,3.25,0.961627401,-0.236900861,-0.346355955,1.719162194,-0.197884076,-0.158277932,0.904395223,4343,1,20,1,0,0,0,1,0,0,514,432,17,5
21377181,0,0,0,0,0,1,58,3364,1,0.899354839,12.28571429,7,7,7,7,7,7,2,0.848551199,-0.317247956,-0.216875968,2.008492066,0.083644114,0.179388342,0.944813132,3697,1,20,1,0,0,0,1,0,0,524,520,16,4
zy2342116,0,0,0,0,0,1,62,3844,0.8125,0.948275862,-2.321428571,1.75,5.5,4.75,2.25,3.5,4,2.25,0.237314748,-0.444357369,-0.41411148,3.554876066,0.067183399,0.061203172,0.999494314,4573,1,23,0,1,0,1,0,0,0,524,536,16,4
21377259,0,0,1,0,0,0,70,4900,0.875,0.815649867,6.25,4.75,5.5,5.5,5.5,5,5.5,3.5,1.466310588,0.687992855,0.496149898,2.596970537,1.246164875,1.207290581,0.849125028,3730,0,16,1,0,0,1,0,0,0,620,534,1,1
22377260,0,0,0,0,1,0,66,4356,0.8125,0.854636591,11.42857143,5.75,6.75,6.75,7,6,7,4.5,0.702589797,-0.264956073,-0.405585836,1.463529425,0.18442941,0.041351596,0.832058549,4650,0,18,1,0,0,0,0,1,0,460,507,20,8
22377005,0,0,0,1,0,0,66,4356,0.625,0.908333333,9.25,5.25,5.5,4.75,6.25,5.25,6,6.25,0.258748865,-0.133540661,-0.180059673,1.196309905,0.571862407,0.411348398,0.851912618,6333,0,18,1,0,0,1,0,0,0,443,507,4,4
21377151,0,1,0,0,0,0,66,4356,0.8125,0.951190476,6.357142857,5,6,5.75,5.75,5.5,5.5,2.75,1.492643192,0.759023327,0.544563813,2.094407862,0.093804268,1.292054969,0.951427817,3626,1,20,1,0,0,1,0,0,0,482,507,20,8
22377053,0,0,0,0,1,0,66,4356,0.75,0.925925926,-4.214285714,1,5.5,5.25,2.25,3.25,5.5,1.25,1.496300965,-0.17564807,-0.039891525,0.816497511,-0.499579363,-0.926975246,0.887583613,5311,0,19,1,0,0,0,1,0,0,529,507,14,2
21377184,1,0,0,0,0,0,58,3364,0.8125,0.648484848,6.142857143,6,6,5.5,5.5,6,5.25,4.25,0.882194346,0.165042546,-0.081910305,1.70318713,0.210156637,0.484535751,0.717918277,3538,1,21,1,0,0,1,0,0,0,486,507,16,4
21377181,0,1,0,0,0,0,62,3844,0.875,0.898829431,7.428571429,6,6,6,6,5.5,6,2,0.75188946,-0.078480907,-0.234900814,0.887215894,0.015983579,-0.147386918,0.955622017,3697,1,20,1,0,0,0,1,0,0,524,520,23,11
22377028,0,0,0,0,0,1,70,4900,0.8125,0.636363636,6.571428571,6,5.75,5,5.5,5,5.25,5,0.914725464,-0.002025401,-0.084182554,2.407178849,-0.161337829,0.227397315,0.691099048,3398,0,20,1,0,0,0,1,0,0,598,507,15,3
22377084,1,0,0,0,0,0,62,3844,0.6875,0.820952381,3.571428571,4.5,4.75,4.5,4.75,5.25,5.5,4,0.466238621,-0.440256125,-0.611755131,2.094009187,0.393035324,0.772468698,0.944496334,3935,1,18,1,0,0,1,0,0,0,400,507,9,9
22377028,1,0,0,0,0,0,58,3364,0.875,0.870879121,7.642857143,6,5.75,5,5.5,5,5.75,6,0.214725204,-0.124142847,-0.233288865,2.103405151,-0.008025242,0.190621421,0.974182367,3398,0,20,1,0,0,0,1,0,0,598,507,23,11
21377369,1,0,0,0,0,0,70,4900,0.6875,0.852272727,9.785714286,5.75,7,6.5,5,4,5.75,5.25,-0.496335907,-1.117853504,-1.236341767,1.132439877,-0.10597633,-0.086249326,0.90288651,4353,0,19,1,0,0,0,1,0,0,605,528,14,2
22377005,0,0,0,1,0,0,58,3364,0.75,0.75,5.714285714,5,5.25,5.25,4.5,4.75,6.25,4,0.704582087,0.037705503,0.109465343,0.878325916,-0.10973313,0.018621781,0.810091674,6333,0,18,1,0,0,1,0,0,0,443,507,21,9
21377184,0,0,0,0,1,0,58,3364,0.75,0.333333333,0.928571429,3.5,4.75,3.25,3.75,4.5,4.25,4,0.8702959,0.253920333,0.457320665,2.506332246,0.418541259,0.894464618,0.402507693,3538,1,21,1,0,0,1,0,0,0,486,507,10,10
21377348,0,0,0,0,1,0,62,3844,0.75,0.916125541,-0.035714286,1.5,5.5,5,1.75,5,4.75,3.25,0.768501094,-0.141319059,-0.204167779,1.330105366,-0.073436694,-0.078277764,0.973133206,4891,1,20,1,0,0,0,0,1,0,524,507,7,7
21377187,1,0,0,0,0,0,58,3364,0.75,0.979166667,8.357142857,5,6,6,6,6.25,6.25,2,0.627005167,0.01891175,-0.144270335,3.124076517,0.949699113,1.160501977,0.979483545,3829,1,21,1,0,0,0,1,0,0,590,507,9,9
22377201,0,0,0,0,1,0,66,4356,0.75,0.910714286,3.535714286,6,3.25,6.5,7,3.5,4,3.25,-0.037508761,-0.501211408,-0.548260244,1.515049415,0.046810965,0.273320859,0.949284971,5381,1,20,1,0,0,0,1,0,0,512,507,24,12
21377335,0,0,0,0,1,0,66,4356,0.75,0.826923077,2.535714286,3.5,5.75,5.75,5.5,4,4.75,1.75,0.463264901,-0.059444991,-0.004048072,1.353747276,0.208357186,0.357557117,0.933169723,4139,1,20,1,0,0,0,1,0,0,456,507,9,9
