ID,Aircraft,Community,Clock,Industrial,Shipping,Vehicular,NoiseLevel,NoiseLevelSquare,Comprehensibility,Intelligibility,UEQKPI,Attractiveness,UEQComprehensibility,Dependability,Efficiency,ContentQuality,ContentTrustworthiness,Acoustics,PeakPupilListen,MeanPupilListen,PrepeakPupilListen,PeakPupilSpeak,MeanPupilSpeak,PrepeakPupilSpeak,IntelligibilityTransformer,Time,Sex,Age,Bachelor,Master,Doctorate,CS,Economy,Management,Engeneering,Cet4,Cet6,Round,RoundBreak
22377099,0,0,0,1,0,0,70,4900,0.3125,0.57742915,-4.214285714,1.5,6.5,6,5.75,5.75,5.5,1,0.366771357,0.212001617,0.067021354,0.908095527,-0.44970712,-0.133848395,0.155211583,4034,0,19,1,0,0,0,1,0,0,630,523,10,10
21377298,0,0,0,0,1,0,58,3364,0.25,0.526479076,-9.642857143,4,5,4.75,4.75,4.75,5,3.75,-0.366628645,-0.620990824,-0.679760902,1.001473346,0.165079221,-0.133033269,0.080929503,4306,1,19,1,0,0,0,1,0,0,500,450,15,3
22374085,0,0,1,0,0,0,66,4356,0.5625,0.731868825,2.357142857,4.5,5.75,5.25,4.25,4.75,5.75,2.25,0.800421937,0.017001836,-0.081602475,2.391863446,0.3007651,0.526276907,0.060335934,4395,0,19,1,0,0,0,0,0,1,545,523,14,2
22377202,0,0,0,0,1,0,70,4900,0.3125,0.1875,9.571428571,5.75,6,6.5,6.25,6,6,6.5,-0.526203247,-0.826137263,-0.817820745,0.296495598,-0.145908322,-0.309352847,0.030925205,3744,1,18,1,0,0,0,1,0,0,610,537,13,1
22377318,1,0,0,0,0,0,66,4356,0.1875,0.226488095,0.928571429,4.5,6.5,4.75,5.25,5.75,6.5,3.5,0.37009292,-0.363565865,-0.186107854,1.239405995,-0.198182553,-0.186078193,0.024880977,4396,1,20,1,0,0,1,0,0,0,500,523,7,7
20377387,0,0,0,0,1,0,66,4356,0.25,0.593434343,-10.10714286,1,1,1,1,1,1,1,0.316345413,-0.342108922,-0.30707889,1.300189931,0.338744069,0.168736321,0.005902738,3898,0,21,1,0,0,0,1,0,0,528,502,12,12
21377298,0,0,1,0,0,0,66,4356,0.0625,0.191713483,-8.607142857,3.25,3.75,4.25,3,3.75,4,4,0.409798468,-0.680754718,-0.788333895,0.545439349,-0.379138598,-0.517578303,0.116079807,4306,1,19,1,0,0,0,1,0,0,500,450,11,11
22377099,1,0,0,0,0,0,58,3364,0.4375,0.404631083,0.964285714,3.75,6.75,5.5,6.25,5.25,6.75,3,0.893796398,0.675622227,0.535543344,2.282854648,0.966926212,0.93022317,0.007819637,4034,0,19,1,0,0,0,1,0,0,630,523,1,1
21377006,0,1,0,0,0,0,66,4356,0.3125,0.535714286,11.96428571,5,6,5.75,5.75,5.5,5.5,2.75,0.132965241,-0.280985589,-0.565347454,0.541931653,-0.333318995,-0.273149963,0.139241502,4012,0,20,1,0,0,1,0,0,0,585,530,20,8
22377318,0,0,0,1,0,0,70,4900,0.25,0.406747967,-1.464285714,5.75,6.75,6.5,6.75,5.75,6.5,4,0.581928177,0.262289119,0.244343524,4.640863225,-0.083776616,0.093848736,0.118411638,4396,1,20,1,0,0,1,0,0,0,500,523,5,5
22374085,0,0,0,0,1,0,66,4356,0.375,0.233908948,1.535714286,4.75,5.5,6,4.5,4.75,6,2.75,1.329685741,0.392198693,0.310272971,2.837175061,0.394398224,0.547118342,0.025263308,4395,0,19,1,0,0,0,0,0,1,545,523,1,1
20377292,0,1,0,0,0,0,66,4356,0.375,0.428877005,8.964285714,5.75,6,6,6,6.25,6.25,1.75,1.472082904,0.458713506,0.411614827,2.430367617,0.426014665,0.539071383,0.068649359,4467,1,20,1,0,0,1,0,0,0,500,523,2,2
20377359,0,0,1,0,0,0,70,4900,0.4375,0.632687263,2.142857143,5.5,7,7,6.25,4.25,6.75,4.75,0.137410637,-0.298442357,-0.299186142,1.1815905,0.512173577,0.318417251,0.092197403,3539,0,22,1,0,0,0,1,0,0,556,523,8,8
21377172,1,0,0,0,0,0,58,3364,0.3125,0.554644809,-5.357142857,7,7,6.75,7,6.75,7,6.75,0.632483762,0,0,1.535610143,0,0,0.013295424,4773,0,21,1,0,0,1,0,0,0,650,580,4,4
22377099,0,0,0,0,1,0,70,4900,0.4375,0.738070212,-3.464285714,1.25,6.75,5.25,5.5,5.5,6.75,1,0.403540545,-0.178765543,-0.121562402,1.798726993,0.065252694,0.432327785,0.10752935,4034,0,19,1,0,0,0,1,0,0,630,523,14,2
22377202,0,1,0,0,0,0,62,3844,0.375,0.561237374,10.25,6,5.25,5.75,5.25,6,6,4.25,0.090114101,-0.271247804,-0.866037678,0.935430096,-0.173606409,-0.471229462,0.027548982,3744,1,18,1,0,0,0,1,0,0,610,537,12,12
sy2308207,0,0,0,1,0,0,66,4356,0.4375,0.468614719,-5.464285714,3.25,5.25,4.5,4,4.75,4.5,2.5,1.189888007,-0.107539132,-0.291726655,1.901162127,0.724178827,0.838098156,0.116678774,3383,1,23,0,1,0,0,0,1,0,478,557,9,9
22377339,0,0,0,0,1,0,70,4900,0.1875,0.439411939,0.25,6.75,2,6.25,5.25,2.25,3,5.5,0.246238487,0.162070186,-0.255909755,1.486670988,0.497652196,0.410020383,0.658784747,3615,0,21,1,0,0,1,0,0,0,556,518,23,11
21377061,0,1,0,0,0,0,58,3364,0.125,0.178963893,-1.25,5,5.5,5.75,5.5,5.25,5.75,2,0.927754552,0.331703794,-0.002228032,1.987166291,0.252521604,0.505561115,0.018856095,4293,0,21,1,0,0,1,0,0,0,512,432,1,1
22377256,0,0,0,0,1,0,70,4900,0.1875,0.595959596,-2.857142857,3.75,5,4,4,1.75,2,3.25,0.828451648,0.141080286,0.076418783,0.393139556,-0.301838679,-0.132539695,0.093657039,4038,1,19,1,0,0,1,0,0,0,520,427,15,3
21377242,0,0,0,0,1,0,62,3844,0.25,0.428306343,2.285714286,4.5,3,3.5,4.75,4.25,4.5,3,0.608304496,0.31286776,0.259183734,1.409884558,0.523348376,0.454936131,0.106933333,3895,1,20,1,0,0,1,0,0,0,550,500,10,10
21377242,0,0,0,0,1,0,70,4900,0.3125,0.558797242,9.714285714,6,3.75,5.25,5.5,5.75,5.75,6,0.481425279,-0.075488093,-0.161128289,1.630139134,0.223850517,0.335226639,0.161802858,3895,1,20,1,0,0,1,0,0,0,550,500,17,5
22377318,1,0,0,0,0,0,70,4900,0.125,0.240018149,6.571428571,5.5,6.75,6.25,5.75,5.75,6.25,4.5,-0.345828406,-0.74207493,-1.001646472,0.983776231,-0.963206557,-0.764575966,0.726989865,4396,1,20,1,0,0,1,0,0,0,500,523,22,10
20377387,0,0,0,0,1,0,70,4900,0.3125,0.672192513,-1.392857143,6,7,7,7,5.5,7,5,-0.406296019,-0.586147547,-0.735418001,1.19986542,0.252506369,0.384547278,0.87266767,3898,0,21,1,0,0,0,1,0,0,528,502,24,12
zy2308131,0,0,0,1,0,0,58,3364,0.375,0.577651515,-1.964285714,5.25,7,7,7,5.25,6,4.75,0.446055114,-0.363137643,-0.170796162,0.993132256,0.03600796,0.02147334,-0.012691161,4060,0,22,0,1,0,0,1,0,0,560,541,12,12
21377061,0,0,1,0,0,0,62,3844,0.125,0.309479055,-1.535714286,5,5.5,5.75,6,6,6,3,0.617141686,0.244776256,-0.166976479,1.32988728,0.420119922,0.154811895,0.003099371,4293,0,21,1,0,0,1,0,0,0,512,432,6,6
22377318,0,0,0,0,0,1,70,4900,0.1875,0.391414141,-0.571428571,3.5,5.75,4.5,4,4.75,5.25,3.25,0.598109978,0.046639754,0.325544239,1.07817007,-0.10725157,0.11949282,-0.028014909,4396,1,20,1,0,0,1,0,0,0,500,523,12,12
20377387,0,1,0,0,0,0,58,3364,0.3125,0.54004329,-8.178571429,4,4,4,4,4,4,3,0.96744033,-0.232647282,-0.044307464,2.542380488,0.988499565,0.780541781,0.145868018,3898,0,21,1,0,0,0,1,0,0,528,502,9,9
zy2308131,1,0,0,0,0,0,58,3364,0.4375,0.454040404,-3.035714286,4.75,7,7,7,4,4,2.25,1.305278373,-0.147693845,0.013627243,2.678721288,0.406315373,0.644114048,0.036468007,4060,0,22,0,1,0,0,1,0,0,560,541,15,3
21377053,0,0,0,1,0,0,70,4900,0.25,0.305499325,0.571428571,2.5,4,5.5,2.75,4.5,4.25,3,0.851629042,-0.26705342,-0.194244933,0.302766907,-0.339877719,-0.248694525,0.154209301,4273,1,20,1,0,0,0,1,0,0,570,553,10,10
sy2308310,0,0,0,1,0,0,58,3364,0.4375,0.72718254,-2.714285714,6,5.75,5,5.75,5,5,5.75,0.178395919,-0.019079832,-0.109989122,0.323585629,-0.172125982,-0.231317037,0.182513535,4487,0,22,0,1,0,0,0,1,0,667,585,20,8
21377035,0,0,0,0,1,0,70,4900,0.3125,0.648989899,-1.928571429,6.75,6.75,7,6.5,4.5,6.5,4.5,-0.127328238,-0.450398011,-0.752877049,2.478332123,0.340263698,0.889461763,0.011865186,4206,0,20,1,0,0,0,0,1,0,602,520,12,12
21377242,0,1,0,0,0,0,70,4900,0.1875,0.355911645,10.21428571,4.75,4,4.25,4.75,4.5,5,5.5,0.543466804,0.235348321,0.354456705,0.777107781,-0.023106395,-0.091130935,0.196482152,3895,1,20,1,0,0,1,0,0,0,550,500,11,11
21377163,0,0,0,0,0,1,66,4356,0.3125,0.214554243,6.571428571,5,6,5.5,5,3.5,6,3,0.868810242,0.166837074,0.297288276,1.596266683,0.41773364,0.625636764,0.036339831,4904,1,20,1,0,0,0,0,1,0,438,523,6,6
sy2308220,0,0,0,0,0,1,62,3844,0.375,0.419945262,3.107142857,4.25,6.25,6.25,6,6.5,6.75,2,0.281640307,-0.139850121,-0.233795111,1.448262865,0.332430996,0.570966737,0.081512876,3752,0,23,0,1,0,0,0,1,0,530,500,18,6
21377298,1,0,0,0,0,0,70,4900,0,0.117018117,-3.642857143,5,5.75,5,5,5.5,5,4.75,0.040293998,-0.900525905,-0.719073578,0.080050808,-0.456107213,-0.769654369,0.664313078,4306,1,19,1,0,0,0,1,0,0,500,450,23,11
22377099,0,0,0,0,0,1,66,4356,0.3125,0.731550802,-2.892857143,4.5,6.75,6.25,5.75,6.25,6.5,3.5,0.374942287,-0.231671219,-0.325592495,0.056275983,-0.46080647,-0.499121607,0.852647662,4034,0,19,1,0,0,0,1,0,0,630,523,24,12
by2308111,1,0,0,0,0,0,62,3844,0.3125,0.355429293,4.892857143,4,4,4,4,4,4,4,0.727679577,-0.138212495,0.215027643,0.590330815,0.010266506,0.016327767,-0.0375003,3398,1,22,0,0,1,0,1,0,0,580,510,12,12
20377387,0,0,1,0,0,0,66,4356,0.4375,0.317503925,-0.5,6,7,7,7,5.5,7,3,1.695936879,0.564854928,0.375375452,3.794700745,1.872824715,2.218354074,0.023768649,3898,0,21,1,0,0,0,1,0,0,528,502,1,1
by2308106,0,0,0,1,0,0,66,4356,0.3125,0.401785714,-1.285714286,5,5,4,5,3.75,3.75,4.75,-0.193042443,-0.225587135,-0.751425107,0.44457078,-0.452277007,-0.254696202,0.156829,3590,0,23,0,0,1,0,0,1,0,585,566,20,8
zy2308131,0,0,0,0,1,0,58,3364,0.3125,0.243506494,-5.178571429,4.75,7,6.25,4.5,3.25,3.75,1.25,0.970132016,0.091053655,0.076262463,2.299217325,0.420034544,0.635403849,0.191083357,4060,0,22,0,1,0,0,1,0,0,560,541,9,9
sy2308207,0,0,0,0,1,0,62,3844,0.3125,0.452502554,-13.17857143,2.75,6,4.25,3,3.5,3.5,2.5,-0.372483349,-0.163131085,-0.666674895,0.332711504,0.228456025,-0.390703055,0.201784283,3383,1,23,0,1,0,0,0,1,0,478,557,11,11
22377202,0,0,0,1,0,0,70,4900,0.375,0.518939394,10.14285714,5.5,6,5.75,6,6,6,4.75,0.251261297,-0.229641676,-0.277825906,0.909985802,0.192306079,-0.059765589,0.086692795,3744,1,18,1,0,0,0,1,0,0,610,537,9,9
by2308108,1,0,0,0,0,0,66,4356,0.3125,0.555614973,7.928571429,4.75,7,7,7,6.25,7,3.5,0.456607,0.208752915,-0.206749681,1.05471846,-0.546452189,-0.324090314,0.711080074,5214,1,23,0,0,1,0,0,1,0,556,525,24,12
by2308134,0,1,0,0,0,0,62,3844,0.1875,0.289880952,-10.92857143,5.5,7,6.75,6.75,6.5,7,3.25,0.559267049,0.007480458,-0.080374555,1.497576186,0.240113103,0.138678431,0.010965992,3893,0,25,0,0,1,0,0,1,0,556,485,7,7
by2308108,0,0,1,0,0,0,58,3364,0.3125,0.545540541,-6.321428571,1,2.75,5.5,2,2.75,4,1,0.511745783,-0.057504605,-0.136830377,1.380019895,0.116460092,0.191066534,0.867504358,5214,1,23,0,0,1,0,0,1,0,556,525,21,9
zy2308131,1,0,0,0,0,0,62,3844,0.375,0.474527665,-3.035714286,4.25,7,7,6.25,5.75,6.75,2.5,1.251063521,-0.08185905,0.074897347,2.136572769,0.368489095,0.858685208,0.143278405,4060,0,22,0,1,0,0,1,0,0,560,541,10,10
21377163,1,0,0,0,0,0,58,3364,0.375,0.412202381,7.857142857,2.75,6.5,5.5,4.25,3.5,6,2,0.477168718,-0.061505432,-0.22277873,1.615040194,0.17265755,0.360862427,-0.007001292,4904,1,20,1,0,0,0,0,1,0,438,523,7,7
22377256,0,1,0,0,0,0,66,4356,0,0.200657895,-4.107142857,4,5,5,4,3.25,3.75,3,0.89063909,-0.216823841,-0.303489071,0.991095727,-0.243069741,-0.118645692,0.06937331,4038,1,19,1,0,0,1,0,0,0,520,427,19,7
20377359,0,0,0,1,0,0,70,4900,0.25,0.395675676,2.785714286,6.5,6.75,7,6.75,6.25,7,6.25,-0.381416233,-0.632146917,-0.681222036,0.509399713,-0.320938264,-0.413944775,0.824192286,3539,0,22,1,0,0,0,1,0,0,556,523,21,9
21377035,1,0,0,0,0,0,58,3364,0.125,0.28007128,-7.964285714,5.25,5.75,7,7,4.25,5.75,5,-0.160269583,-0.867779792,-1.055914616,1.66468091,-0.172126439,-0.376200842,0.653409302,4206,0,20,1,0,0,0,0,1,0,602,520,23,11
20377292,0,1,0,0,0,0,70,4900,0.25,0.449967679,6.642857143,5,6,5,5,5,6,3,-0.131321584,-0.058171268,-0.513378458,0.920912611,-0.207836368,-0.056403906,0.296167731,4467,1,20,1,0,0,1,0,0,0,500,523,16,4
21377125,1,0,0,0,0,0,62,3844,0.4375,0.419544741,3.821428571,4,5.75,4.5,4.25,3.5,4.75,3,4.616293636,2.563169754,3.010301787,2.882271744,1.290729627,1.690465213,0.005446119,4717,1,21,1,0,0,1,0,0,0,583,523,1,1
by2308111,0,0,0,1,0,0,66,4356,0.3125,0.426756757,0.178571429,3,4,3,3,4,3,3,0.358800044,0.00344026,-0.012913541,1.528226648,0.266160406,0.21977476,0.807602167,3398,1,22,0,0,1,0,1,0,0,580,510,21,9
20377387,0,0,0,0,0,1,58,3364,0.4375,0.768907563,-5.964285714,7,7,7,7,7,7,2,0.336076655,-0.044279342,-0.096059039,1.695936879,0.480026339,0.415011518,0.356212199,3898,0,21,1,0,0,0,1,0,0,528,502,16,4
20377292,1,0,0,0,0,0,70,4900,0.125,0.390832482,-7.178571429,5.5,6,6,6,6,6,3.25,0.739276947,0.233870917,-0.167316048,1.90425052,-0.196237451,0.08900616,0.165592298,4467,1,20,1,0,0,1,0,0,0,500,523,11,11
22374085,0,0,0,0,0,1,58,3364,0.375,0.529593496,-1,4.25,5.25,5,5.25,5.25,5.75,1.5,0.679968795,-0.087573072,-0.359458761,0.661718319,-0.077740716,-0.319690938,0.043198243,4395,0,19,1,0,0,0,0,0,1,545,523,5,5
22377256,0,1,0,0,0,0,62,3844,0.1875,0.584296826,-4,4,5,5,3.75,3.5,3.75,2,0.321384815,-0.143251671,-0.161212761,1.579484599,-0.040304689,0.122588657,0.091619387,4038,1,19,1,0,0,1,0,0,0,520,427,14,2
22377099,0,0,0,0,0,1,70,4900,0.3125,0.430541369,6.285714286,5.25,6.5,5.75,6.5,6,6,3.75,0.268720186,-0.242004263,-0.28566568,0.812087089,0.382170975,0.224170728,0.202006087,4034,0,19,1,0,0,0,1,0,0,630,523,17,5
by2308108,1,0,0,0,0,0,70,4900,0.3125,0.333766234,9.071428571,4,6,4,4.75,4.25,5.5,2.25,0.706605213,-0.351330932,0.092493211,0.977315801,-0.019689713,0.121257952,0.041675441,5214,1,23,0,0,1,0,0,1,0,556,525,15,3
21377242,1,0,0,0,0,0,70,4900,0.1875,0.419038668,3.785714286,6,4,6,5.75,5.75,6,6,0.42922118,-0.181695101,-0.292654653,1.376090222,0.035111563,0.126431582,0.057528473,3895,1,20,1,0,0,1,0,0,0,550,500,6,6
21377086,0,1,0,0,0,0,62,3844,0.1875,0.593441244,-11.89285714,2,5,5.25,4.75,3.75,3.5,2.5,0.030610267,-0.534324801,-0.680541666,0.973510498,-0.174364046,-0.127166221,0.10490416,4101,0,20,1,0,0,1,0,0,0,500,500,14,2
21377125,0,0,0,0,1,0,58,3364,0.25,0.549197861,8.071428571,3,6,4.5,3.75,4.25,4,2.5,0.662889657,-0.120929566,-0.176424727,0.065523264,-0.661881778,-0.555604877,0.861204982,4717,1,21,1,0,0,1,0,0,0,583,523,24,12
22377318,0,1,0,0,0,0,70,4900,0.25,0.361111111,0.392857143,5.25,6.25,5.75,5.25,5.5,6.25,5.5,0.797685522,0.154611908,0.250448194,2.893228732,1.241898201,1.201246838,-0.00097526,4396,1,20,1,0,0,1,0,0,0,500,523,3,3
22377256,0,0,0,1,0,0,62,3844,0.0625,0.327757916,-6.714285714,4,5,5,3.5,3.25,3.5,3.25,0.842802596,-0.076214018,0.074798354,0.579701881,-0.138224241,-0.146367944,0.156587705,4038,1,19,1,0,0,1,0,0,0,520,427,17,5
21377061,0,0,0,0,0,1,66,4356,0.125,0.266997708,-2.142857143,5,5.5,5.25,5.25,5.25,6,2.75,1.768073287,0.823640782,0.803715865,2.672178593,0.747535465,0.858205881,0.046850029,4293,0,21,1,0,0,1,0,0,0,512,432,2,2
sy2308310,0,1,0,0,0,0,70,4900,0.25,0.405746509,-14.14285714,5,4.75,5,5.25,5,5.25,5.5,0.751088664,0.090262286,0.179744184,1.493169404,0.764509231,0.700212977,0.038702473,4487,0,22,0,1,0,0,0,1,0,667,585,6,6
by2308106,0,0,0,0,1,0,66,4356,0.375,0.531345761,-11.28571429,3.75,6,4.5,3.25,5.25,4,3,-0.003276603,-0.498614282,-0.723106533,2.600310724,0.756261138,1.05865304,0.121944502,3590,0,23,0,0,1,0,0,1,0,585,566,17,5
20377387,1,0,0,0,0,0,58,3364,0.25,0.514555669,-8.714285714,5,5,5,5,4,5,1,0.08977544,-0.314156523,-0.311567694,1.595334975,0.096883948,0.021853323,0.208757475,3898,0,21,1,0,0,0,1,0,0,528,502,11,11
21377035,0,0,0,1,0,0,66,4356,0.25,0.282026144,-1.857142857,3.75,5.5,5.75,6,7,4.75,2.5,0.551263461,0.024663664,-0.315133962,2.155506945,0.938871433,0.540543219,-0.053826496,4206,0,20,1,0,0,0,0,1,0,602,520,3,3
20377387,0,1,0,0,0,0,70,4900,0.1875,0.404379063,-5.535714286,7,7,7,7,7,7,7,-0.132242555,-0.36136855,-0.31318718,1.276779526,0.015323962,-0.080928027,0.100703739,3898,0,21,1,0,0,0,1,0,0,528,502,18,6
22377099,0,0,0,0,1,0,66,4356,0.375,0.467608862,0.75,2.75,6.75,5.75,5.5,5.75,6.75,2.25,0.959163845,0.554363694,0.533158042,1.58628279,0.535354722,0.728504594,0.115202539,4034,0,19,1,0,0,0,1,0,0,630,523,2,2
by2308108,0,0,0,0,0,1,66,4356,0.1875,0.359848485,2.071428571,4,6.75,7,6.75,5.5,7,3,-0.517962851,-0.727712669,-1.162778198,1.656348223,0.069227869,0.156166834,0.025203289,5214,1,23,0,0,1,0,0,1,0,556,525,12,12
by2308145,0,0,0,0,0,1,66,4356,0.25,0.180113636,5.25,4.25,5.5,5,4.75,5.25,5,3.75,-0.375725312,-0.626067064,-0.7352402,0.891479978,-0.076445709,-0.061018409,-0.030302729,5698,1,25,0,0,1,0,0,1,0,559,568,13,1
by2308106,0,0,1,0,0,0,70,4900,0.4375,0.684343434,3.857142857,5.25,5,5.5,5.75,4.5,4.25,6.25,0.201670504,-0.289708879,-0.31764903,1.567984554,0.730155615,0.668941945,0.010332236,3590,0,23,0,0,1,0,0,1,0,585,566,12,12
by2308103,0,1,0,0,0,0,70,4900,0.3125,0.309186992,0,6.75,7,7,7,6.75,7,6.75,1.23531442,1.090389872,1.037248918,1.3337175,0.543899686,0.525807409,0.027436178,4557,1,23,0,0,1,0,0,1,0,556,553,5,5
20377387,0,0,0,1,0,0,66,4356,0.3125,0.546825397,-3.964285714,7,7,7,7,7,7,1,-0.135711587,-0.587189017,-0.458468394,0.093244472,0.022665766,-0.196775351,0.008917865,3898,0,21,1,0,0,0,1,0,0,528,502,15,3
21377086,0,0,1,0,0,0,62,3844,0.3125,0.438373984,0.035714286,3.25,5,5,5,4.25,5.75,3.75,3.653766258,1.263725115,3.354299669,0.258775629,-0.16981559,-0.394904567,0.034132525,4101,0,20,1,0,0,1,0,0,0,500,500,5,5
by2308106,0,1,0,0,0,0,66,4356,0.375,0.505952381,4.071428571,6.5,6,5.75,5.5,4.75,5,6,0.004314031,-0.437126565,-0.511392906,1.697025325,0.11332889,0.529925666,0.125468761,3590,0,23,0,0,1,0,0,1,0,585,566,9,9
21377125,0,0,0,0,1,0,62,3844,0.25,0.589646465,0.678571429,2,5.5,5.5,2.25,3,4.75,3,0.853715033,-0.209415474,-0.2231034,1.969628643,0.740244456,1.014685947,0.006746451,4717,1,21,1,0,0,1,0,0,0,583,523,12,12
22377256,1,0,0,0,0,0,66,4356,0,0.1,-2.571428571,4,5,5,4,2.75,4,3.25,0.063067749,-0.620472971,-0.18106074,0.393139556,-0.216829147,-0.220042633,0.032337375,4038,1,19,1,0,0,1,0,0,0,520,427,13,1
22377256,0,0,0,0,0,1,58,3364,0.0625,0.332440476,-6.75,4,5,5,4,4,4,3,0.51273079,-0.220601634,-0.350022822,2.517079875,0.563899811,0.494491283,-7.93E-05,4038,1,19,1,0,0,1,0,0,0,520,427,7,7
by2308134,0,0,1,0,0,0,66,4356,0.3125,0.382034632,5.785714286,5.75,7,6.75,7,6.25,7,3.5,0.479410952,0.346654993,0.083327912,1.730489802,0.802282481,0.56808298,0.136677831,3893,0,25,0,0,1,0,0,1,0,556,485,9,9
sy2308207,0,0,1,0,0,0,70,4900,0.5625,0.507456829,0.321428571,4.75,5.5,5.5,5.5,5,5.5,3.5,0.55156508,0.617622391,-0.213468327,5.712861896,1.955664995,2.30664784,0.015769485,3383,1,23,0,1,0,0,0,1,0,478,557,1,1
by2308103,0,0,0,0,0,1,58,3364,0.3125,0.288888889,-12.89285714,6.5,7,7,7,7,7,5.5,1.048364479,1.135923475,0.871222197,1.494788044,0.909798111,1.027732176,-0.010025733,4557,1,23,0,0,1,0,0,1,0,556,553,3,3
21377061,0,0,0,0,1,0,66,4356,0.125,0.41318927,-2.428571429,5,6,5.25,5.25,5.25,6,3,0.816821385,0.418426035,-0.015163707,2.902364913,0.973817562,1.063556166,-0.051223859,4293,0,21,1,0,0,1,0,0,0,512,432,4,4
22377256,0,0,1,0,0,0,70,4900,0.0625,0.457728373,-4.5,3.75,5,4,3.75,3.25,3,3.25,0.545870635,-0.372317974,-0.419238758,2.478810681,0.425475302,0.23216371,0.699057817,4038,1,19,1,0,0,1,0,0,0,520,427,22,10
zy2308131,0,0,0,1,0,0,66,4356,0.1875,0.280921053,-3.928571429,5.25,7,7,7,4.75,7,7,-0.447668506,-0.693689391,-0.793642761,0.802558837,-0.043721449,-0.160611484,0.040005103,4060,0,22,0,1,0,0,1,0,0,560,541,19,7
21377061,0,0,0,1,0,0,58,3364,0.125,0.622459893,-2.392857143,5,5.75,5.75,5.5,5.5,5.75,2.5,0.461835253,0.113328635,-0.175933945,1.629406829,0.235941115,0.365177615,0.854488373,4293,0,21,1,0,0,1,0,0,0,512,432,24,12
22377256,0,0,0,0,0,1,62,3844,0.125,0.679292929,-2.392857143,2,4,2.75,1.75,2,2.75,2,0.326860726,-0.208665124,-0.302769448,1.325769257,0.143200804,0.160159981,-0.010737101,4038,1,19,1,0,0,1,0,0,0,520,427,12,12
22377202,0,0,1,0,0,0,58,3364,0.375,0.326799767,10.67857143,3.5,3.5,5,2.5,6,6,1.75,1.687450347,0.683880738,0.726167219,0.929775809,0.063704392,-0.465494086,0.069467776,3744,1,18,1,0,0,0,1,0,0,610,537,8,8
22377202,0,0,0,0,1,0,62,3844,0.3125,0.258190118,7.75,6.25,6.25,5.75,6,6.25,6,4.25,0.55093854,0.365453842,0.266317814,0.579209978,0.253514661,-0.078642903,0.018161034,3744,1,18,1,0,0,0,1,0,0,610,537,6,6
22377256,0,0,0,0,0,1,70,4900,0,0.297553883,-5.392857143,4,5,5,4,3.25,3.75,3,0.957610181,0.070485994,-0.205432545,0.962393831,-0.009649454,0.050142879,0.085155927,4038,1,19,1,0,0,1,0,0,0,520,427,18,6
by2308103,1,0,0,0,0,0,58,3364,0.1875,0.364791289,-9.75,6.25,7,7,7,6.5,7,5.5,-0.816300014,-0.975422406,-1.110322112,0.039479455,-0.693701813,-0.204099164,0.66836381,4557,1,23,0,0,1,0,0,1,0,556,553,22,10
21377242,0,0,0,1,0,0,70,4900,0.125,0.18125,7.785714286,5,3.25,4.75,4.75,4.25,4.25,4.5,0.21735731,-0.050160192,-0.254290444,0.151739076,-0.913785175,-0.31756021,0.042846434,3895,1,20,1,0,0,1,0,0,0,550,500,13,1
21377053,0,0,0,1,0,0,66,4356,0.3125,0.479105691,-0.642857143,5.75,6.75,6.5,5.5,6.5,6.5,4.25,0.101178654,-0.031236453,-0.302529198,0.899061572,-0.299509984,-0.213080494,0.011140205,4273,1,20,1,0,0,0,1,0,0,570,553,5,5
21377242,0,0,0,0,1,0,58,3364,0.0625,0.24069873,-0.357142857,5,3.75,4.25,4.25,4.25,3.75,3,0.000342115,-0.852801858,-0.300718371,-0.456114294,-1.453116635,-0.969304819,0.742925167,3895,1,20,1,0,0,1,0,0,0,550,500,22,10
22377256,0,0,0,0,1,0,62,3844,0.0625,0.319294666,-1.178571429,3,4,4.25,3,1.75,3,2.25,1.455109716,0.346826241,0.545916602,1.34986943,0.024126716,0.117507666,0.111910842,4038,1,19,1,0,0,1,0,0,0,520,427,8,8
21377061,0,0,1,0,0,0,58,3364,0,0.174859551,-2.071428571,4.5,5.75,5.75,5.5,6,6,2.5,0.980447806,-0.015291831,-0.141569308,1.618313513,0.236455084,0.027753081,0.160067335,4293,0,21,1,0,0,1,0,0,0,512,432,11,11
21377061,0,0,0,0,1,0,70,4900,0.0625,0.408403361,-3.785714286,4,5.75,6,5.25,6,6,2.5,0.96658116,0.009953117,-0.271950725,2.45031226,0.309091594,0.572412694,0.314060628,4293,0,21,1,0,0,1,0,0,0,512,432,16,4
sy2308310,0,0,0,0,1,0,58,3364,0.3125,0.638215015,-12.42857143,5,5.75,5,5.5,5.75,5,5.75,-0.103917406,-1.11712946,-0.975801713,1.049534179,0.196591641,0.086323754,0.149866104,4487,0,22,0,1,0,0,0,1,0,667,585,17,5
20377292,0,0,1,0,0,0,70,4900,0.3125,0.627723577,4.607142857,6,6,6.25,6.25,5.75,6.75,3.5,0.676643959,-0.003675701,-0.403972141,2.060832989,-0.015265414,0.420926042,0.005069779,4467,1,20,1,0,0,1,0,0,0,500,523,5,5
by2308134,0,0,0,0,1,0,70,4900,0.25,0.403016613,7.5,6.75,7,7,7,6.25,7,6,0.805490014,0.158190052,-0.049929966,2.445867336,0.252060828,0.341165414,0.057394899,3893,0,25,0,0,1,0,0,1,0,556,485,8,8
